unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
WST|0001518973-26-000007|derivative|2026-09-08|Lagarde Michel|A|Stock Option (Right to Buy)|11081|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0001518973-26-000007,https://www.sec.gov/Archives/edgar/data/105770/000151897326000007/wk-form4_1789069215.xml,derivative,2026-09-08,A,Stock Option (Right to Buy),11081,0,0.0,11081,D,Lagarde Michel,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
WST|0001518973-26-000007|derivative|2026-09-08|Lagarde Michel|A|Stock Option (Right to Buy)|12088|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0001518973-26-000007,https://www.sec.gov/Archives/edgar/data/105770/000151897326000007/wk-form4_1789069215.xml,derivative,2026-09-08,A,Stock Option (Right to Buy),12088,0,0.0,12088,D,Lagarde Michel,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
WST|0001518973-26-000007|derivative|2026-09-08|Lagarde Michel|A|Rst. Stock Unit|6200|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0001518973-26-000007,https://www.sec.gov/Archives/edgar/data/105770/000151897326000007/wk-form4_1789069215.xml,derivative,2026-09-08,A,Rst. Stock Unit,6200,0,0.0,6200,D,Lagarde Michel,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
WST|0001518973-26-000007|derivative|2026-09-08|Lagarde Michel|A|Rst. Stock Unit|4950|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0001518973-26-000007,https://www.sec.gov/Archives/edgar/data/105770/000151897326000007/wk-form4_1789069215.xml,derivative,2026-09-08,A,Rst. Stock Unit,4950,0,0.0,4950,D,Lagarde Michel,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
WST|0001518973-26-000007|derivative|2026-09-08|Lagarde Michel|A|Rst. Stock Unit|3600|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0001518973-26-000007,https://www.sec.gov/Archives/edgar/data/105770/000151897326000007/wk-form4_1789069215.xml,derivative,2026-09-08,A,Rst. Stock Unit,3600,0,0.0,3600,D,Lagarde Michel,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
WST|0000105770-26-000108|nonDerivative|2026-09-08|Favorite Annette F|M|Common Stock|2817|83.47|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,nonDerivative,2026-09-08,M,Common Stock,2817,83.47,235134.99,19661.5548,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|nonDerivative|2026-09-08|Favorite Annette F|S|Common Stock|2817|340.81|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,nonDerivative,2026-09-08,S,Common Stock,2817,340.81,960061.77,16844.5548,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|nonDerivative|2026-09-08|Favorite Annette F|M|Common Stock|2818|83.47|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,nonDerivative,2026-09-08,M,Common Stock,2818,83.47,235218.46,19662.5548,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|nonDerivative|2026-09-08|Favorite Annette F|S|Common Stock|2818|340.81|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,nonDerivative,2026-09-08,S,Common Stock,2818,340.81,960402.58,16844.5548,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|nonDerivative|2026-09-08|Favorite Annette F|M|Common Stock|2500|89.64|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,nonDerivative,2026-09-08,M,Common Stock,2500,89.64,224100.0,19344.5548,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|nonDerivative|2026-09-08|Favorite Annette F|S|Common Stock|2500|340.81|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,nonDerivative,2026-09-08,S,Common Stock,2500,340.81,852025.0,16844.5548,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|derivative|2026-09-08|Favorite Annette F|M|Stock Options (Right to Buy)|2817|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,derivative,2026-09-08,M,Stock Options (Right to Buy),2817,0,0.0,2818,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|derivative|2026-09-08|Favorite Annette F|M|Stock Options (Right to Buy)|2818|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,derivative,2026-09-08,M,Stock Options (Right to Buy),2818,0,0.0,0,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WST|0000105770-26-000108|derivative|2026-09-08|Favorite Annette F|M|Stock Option (Right to Buy)|2500|0|D,2026-09-17 04:45:13+0000,WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,4,2026-09-10,2026-09-08,0000105770-26-000108,https://www.sec.gov/Archives/edgar/data/105770/000010577026000108/wk-form4_1789076210.xml,derivative,2026-09-08,M,Stock Option (Right to Buy),2500,0,0.0,7524,D,Favorite Annette F,"Officer, Sr. VP & Chief HR Officer",0,1,0,Sr. VP & Chief HR Officer,SEC EDGAR
WBD|0002060469-26-000004|nonDerivative|2026-09-09|Girdwood Amy|S|Series A Common Stock|262285|27.98|D,2026-09-17 04:45:13+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-09-10,2026-09-09,0002060469-26-000004,https://www.sec.gov/Archives/edgar/data/1437107/000206046926000004/wk-form4_1789073883.xml,nonDerivative,2026-09-09,S,Series A Common Stock,262285,27.98,7338734.3,539374,D,Girdwood Amy,"Officer, Chief People & Culture Officer",0,1,0,Chief People & Culture Officer,SEC EDGAR
VST|0001940494-26-000006|nonDerivative|2026-09-08|Moldovan Kristopher E.|S|Common Stock|20000|151.03|I,2026-09-17 04:45:13+0000,VST,Vistra Corp.,0001692819,4,2026-09-10,2026-09-08,0001940494-26-000006,https://www.sec.gov/Archives/edgar/data/1692819/000194049426000006/wk-form4_1789072625.xml,nonDerivative,2026-09-08,S,Common Stock,20000,151.03,3020600.0,199044,I,Moldovan Kristopher E.,"Officer, EVP and CFO",0,1,0,EVP and CFO,SEC EDGAR
