unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|2453|780.2946|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,2453,780.2946,1914062.6538,26520,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1600|781.348|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1600,781.348,1250156.7999999998,24920,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|4147|782.5644|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,4147,782.5644,3245294.5667999997,20773,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1760|783.277|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1760,783.277,1378567.52,19013,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1000|784.4464|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1000,784.4464,784446.4,18013,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1040|786.1423|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1040,786.1423,817587.992,16973,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|120|787.2567|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,120,787.2567,94470.804,16853,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|280|788.43|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,280,788.43,220760.4,16573,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1760|789.8402|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1760,789.8402,1390118.7519999999,14813,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|560|791.3643|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,560,791.3643,443164.008,14253,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1280|794.7172|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1280,794.7172,1017238.0160000001,12973,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|2166|795.9457|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,2166,795.9457,1724018.3862,10807,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|1587|796.8955|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,1587,796.8955,1264673.1585,9220,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|530|797.9715|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,530,797.9715,422924.895,8690,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|400|799.027|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,400,799.027,319610.80000000005,8290,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|nonDerivative|2026-09-15|Teh Ban Seng|S|Ordinary Shares|2480|800.47|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,nonDerivative,2026-09-15,S,Ordinary Shares,2480,800.47,1985165.6,5810,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000251|derivative|2026-09-14|Teh Ban Seng|M|Performance-Based Restricted Share Units|52730|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000251,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000251/wk-form4_1789589411.xml,derivative,2026-09-14,M,Performance-Based Restricted Share Units,52730,0,0.0,0,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000254|nonDerivative|2026-09-14|Romano Gianluca|M|Ordinary Shares|90380|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000254,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000254/wk-form4_1789589435.xml,nonDerivative,2026-09-14,M,Ordinary Shares,90380,0,0.0,120740,D,Romano Gianluca,"Officer, EVP & CFO",0,1,0,EVP & CFO,SEC EDGAR
STX|0001137789-26-000254|nonDerivative|2026-09-15|Romano Gianluca|S|Ordinary Shares|49983.5|772.1573|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000254,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000254/wk-form4_1789589435.xml,nonDerivative,2026-09-15,S,Ordinary Shares,49983.5,772.1573,38595124.40455,70756.5,D,Romano Gianluca,"Officer, EVP & CFO",0,1,0,EVP & CFO,SEC EDGAR
STX|0001137789-26-000254|derivative|2026-09-14|Romano Gianluca|M|Performance-Based Restricted Share Units|90380|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000254,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000254/wk-form4_1789589435.xml,derivative,2026-09-14,M,Performance-Based Restricted Share Units,90380,0,0.0,0,D,Romano Gianluca,"Officer, EVP & CFO",0,1,0,EVP & CFO,SEC EDGAR
STX|0001137789-26-000250|nonDerivative|2026-09-14|Morris John Christopher|M|Ordinary Shares|30130|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000250,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000250/wk-form4_1789589401.xml,nonDerivative,2026-09-14,M,Ordinary Shares,30130,0,0.0,46597.75,D,Morris John Christopher,"Officer, EVP & CTO",0,1,0,EVP & CTO,SEC EDGAR
STX|0001137789-26-000250|nonDerivative|2026-09-15|Morris John Christopher|S|Ordinary Shares|15465.5|772.1512|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000250,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000250/wk-form4_1789589401.xml,nonDerivative,2026-09-15,S,Ordinary Shares,15465.5,772.1512,11941704.3836,31132.25,D,Morris John Christopher,"Officer, EVP & CTO",0,1,0,EVP & CTO,SEC EDGAR
STX|0001137789-26-000250|derivative|2026-09-14|Morris John Christopher|M|Performance-Based Restricted Share Units|30130|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000250,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000250/wk-form4_1789589401.xml,derivative,2026-09-14,M,Performance-Based Restricted Share Units,30130,0,0.0,0,D,Morris John Christopher,"Officer, EVP & CTO",0,1,0,EVP & CTO,SEC EDGAR
STX|0001137789-26-000252|nonDerivative|2026-09-14|MOSLEY WILLIAM D|M|Ordinary Shares|177000|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000252,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000252/wk-form4_1789589420.xml,nonDerivative,2026-09-14,M,Ordinary Shares,177000,0,0.0,475997.5,D,MOSLEY WILLIAM D,"Director, Officer, CEO",1,1,0,CEO,SEC EDGAR
STX|0001137789-26-000252|nonDerivative|2026-09-15|MOSLEY WILLIAM D|S|Ordinary Shares|97889.25|772.1432|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000252,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000252/wk-form4_1789589420.xml,nonDerivative,2026-09-15,S,Ordinary Shares,97889.25,772.1432,75584518.7406,378108.25,D,MOSLEY WILLIAM D,"Director, Officer, CEO",1,1,0,CEO,SEC EDGAR
STX|0001137789-26-000252|derivative|2026-09-14|MOSLEY WILLIAM D|M|Performance-Based Restricted Share Units|177000|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000252,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000252/wk-form4_1789589420.xml,derivative,2026-09-14,M,Performance-Based Restricted Share Units,177000,0,0.0,0,D,MOSLEY WILLIAM D,"Director, Officer, CEO",1,1,0,CEO,SEC EDGAR
STX|0001137789-26-000253|nonDerivative|2026-09-14|Chong Kian Fatt|M|Ordinary Shares|14470|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000253,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000253/wk-form4_1789589427.xml,nonDerivative,2026-09-14,M,Ordinary Shares,14470,0,0.0,25093,D,Chong Kian Fatt,"Officer, EVP Global Operations",0,1,0,EVP Global Operations,SEC EDGAR
STX|0001137789-26-000253|derivative|2026-09-14|Chong Kian Fatt|M|Performance-Based Restricted Share Units|14470|0|D,2026-09-17 04:45:13+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-09-16,2026-09-14,0001137789-26-000253,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000253/wk-form4_1789589427.xml,derivative,2026-09-14,M,Performance-Based Restricted Share Units,14470,0,0.0,0,D,Chong Kian Fatt,"Officer, EVP Global Operations",0,1,0,EVP Global Operations,SEC EDGAR
SNPS|0001822289-26-000010|nonDerivative|2026-09-15|Ghazi Sassine|M|Common Stock|14604|135.88|D,2026-09-17 04:45:13+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-09-16,2026-09-15,0001822289-26-000010,https://www.sec.gov/Archives/edgar/data/883241/000182228926000010/edgardoc.xml,nonDerivative,2026-09-15,M,Common Stock,14604,135.88,1984391.52,91469,D,Ghazi Sassine,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
SNPS|0001822289-26-000010|nonDerivative|2026-09-15|Ghazi Sassine|S|Common Stock|14604|374.8756|D,2026-09-17 04:45:13+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-09-16,2026-09-15,0001822289-26-000010,https://www.sec.gov/Archives/edgar/data/883241/000182228926000010/edgardoc.xml,nonDerivative,2026-09-15,S,Common Stock,14604,374.8756,5474683.2624,76865,D,Ghazi Sassine,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
SNPS|0001822289-26-000010|derivative|2026-09-15|Ghazi Sassine|M|Non-Qualified Stock Option (right to buy)|14604|0.0|D,2026-09-17 04:45:13+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-09-16,2026-09-15,0001822289-26-000010,https://www.sec.gov/Archives/edgar/data/883241/000182228926000010/edgardoc.xml,derivative,2026-09-15,M,Non-Qualified Stock Option (right to buy),14604,0.0,0.0,14604,D,Ghazi Sassine,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
SNDK|0001242648-26-000033|nonDerivative|2026-09-15|Visoso Luis Felipe|S|Common Stock|1000|1568.83|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-15,0001242648-26-000033,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000033/edgardoc.xml,nonDerivative,2026-09-15,S,Common Stock,1000,1568.83,1568830.0,130976,D,Visoso Luis Felipe,"Officer, EVP & CFO",0,1,0,EVP & CFO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|14364|1522.5874|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,14364,1522.5874,21870445.413599998,432884,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|181|1522.87|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,181,1522.87,275639.47,432703,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|3075|1524.2678|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,3075,1524.2678,4687123.485,429628,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|2280|1526.4463|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,2280,1526.4463,3480297.5640000002,427348,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|4080|1528.4464|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,4080,1528.4464,6236061.312,423268,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|359|1529.36|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,359,1529.36,549040.24,422909,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|1200|1532.17|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,1200,1532.17,1838604.0,421709,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|700|1535.1168|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,700,1535.1168,1074581.76,421009,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|1695|1535.9626|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,1695,1535.9626,2603456.6070000003,419314,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|3200|1537.6776|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,3200,1537.6776,4920568.32,416114,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|1480|1539.19|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,1480,1539.19,2278001.2,414634,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|864|1540.7796|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,864,1540.7796,1331233.5744,413770,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
SNDK|0001242648-26-000032|nonDerivative|2026-09-14|Goeckeler David|S|Common Stock|360|1541.8811|D,2026-09-17 04:45:13+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-16,2026-09-14,0001242648-26-000032,https://www.sec.gov/Archives/edgar/data/2023554/000124264826000032/edgardoc.xml,nonDerivative,2026-09-14,S,Common Stock,360,1541.8811,555077.196,413410,D,Goeckeler David,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
