unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
SYF|0001674338-26-000009|nonDerivative|2026-08-17|Chytil Kamila K|A|Dividend Equivalent Unit|14|80.75|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001674338-26-000009,https://www.sec.gov/Archives/edgar/data/1601712/000167433826000009/wk-form4_1787172617.xml,nonDerivative,2026-08-17,A,Dividend Equivalent Unit,14,80.75,1130.5,17929,D,Chytil Kamila K,Director,1,0,0,,SEC EDGAR
SYF|0001763554-26-000012|nonDerivative|2026-08-17|Casellas Alberto|A|Dividend Equivalent Unit|182|80.75|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001763554-26-000012,https://www.sec.gov/Archives/edgar/data/1601712/000176355426000012/wk-form4_1787172639.xml,nonDerivative,2026-08-17,A,Dividend Equivalent Unit,182,80.75,14696.5,50691,D,Casellas Alberto,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SYF|0001763554-26-000012|derivative|2026-08-17|Casellas Alberto|A|Phantom Stock Units|0.782|0|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001763554-26-000012,https://www.sec.gov/Archives/edgar/data/1601712/000176355426000012/wk-form4_1787172639.xml,derivative,2026-08-17,A,Phantom Stock Units,0.782,0,0.0,186.453,D,Casellas Alberto,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SYF|0001206587-26-000019|nonDerivative|2026-08-17|COVIELLO ARTHUR W JR|A|Dividend Equivalent Unit|14|80.75|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001206587-26-000019,https://www.sec.gov/Archives/edgar/data/1601712/000120658726000019/wk-form4_1787172544.xml,nonDerivative,2026-08-17,A,Dividend Equivalent Unit,14,80.75,1130.5,26156,D,COVIELLO ARTHUR W JR,Director,1,0,0,,SEC EDGAR
SYF|0001206587-26-000019|nonDerivative|2026-08-17|COVIELLO ARTHUR W JR|L|Common Stock|11|80.60|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001206587-26-000019,https://www.sec.gov/Archives/edgar/data/1601712/000120658726000019/wk-form4_1787172544.xml,nonDerivative,2026-08-17,L,Common Stock,11,80.60,886.5999999999999,26166,D,COVIELLO ARTHUR W JR,Director,1,0,0,,SEC EDGAR
SYF|0001614731-26-000009|nonDerivative|2026-08-17|COLAO DANIEL O|A|Dividend Equivalent Unit|14|80.75|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001614731-26-000009,https://www.sec.gov/Archives/edgar/data/1601712/000161473126000009/wk-form4_1787172580.xml,nonDerivative,2026-08-17,A,Dividend Equivalent Unit,14,80.75,1130.5,5682,D,COLAO DANIEL O,Director,1,0,0,,SEC EDGAR
SYF|0001315419-26-000010|nonDerivative|2026-08-17|Alves Paget Leonard|A|Dividend Equivalent Unit|157|80.75|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001315419-26-000010,https://www.sec.gov/Archives/edgar/data/1601712/000131541926000010/wk-form4_1787172549.xml,nonDerivative,2026-08-17,A,Dividend Equivalent Unit,157,80.75,12677.75,52534,D,Alves Paget Leonard,Director,1,0,0,,SEC EDGAR
SYF|0001224983-26-000010|nonDerivative|2026-08-17|AGUIRRE FERNANDO|A|Dividend Equivalent Unit|14|80.75|D,2026-08-26 01:53:32+0000,SYF,Synchrony Financial,0001601712,4,2026-08-19,2026-08-17,0001224983-26-000010,https://www.sec.gov/Archives/edgar/data/1601712/000122498326000010/wk-form4_1787172572.xml,nonDerivative,2026-08-17,A,Dividend Equivalent Unit,14,80.75,1130.5,30273,D,AGUIRRE FERNANDO,Director,1,0,0,,SEC EDGAR
SNA|0000091440-26-000159|nonDerivative|2026-08-18|PINCHUK NICHOLAS T|M|Common Stock|33750|168.70|D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,nonDerivative,2026-08-18,M,Common Stock,33750,168.70,5693625.0,890667.9587,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SNA|0000091440-26-000159|nonDerivative|2026-08-18|PINCHUK NICHOLAS T|S|Common Stock|600|397.5012|D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,nonDerivative,2026-08-18,S,Common Stock,600,397.5012,238500.72,890067.9587,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SNA|0000091440-26-000159|nonDerivative|2026-08-18|PINCHUK NICHOLAS T|S|Common Stock|7475|399.0133|D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,nonDerivative,2026-08-18,S,Common Stock,7475,399.0133,2982624.4175,882592.9587,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SNA|0000091440-26-000159|nonDerivative|2026-08-18|PINCHUK NICHOLAS T|S|Common Stock|9720|399.6002|D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,nonDerivative,2026-08-18,S,Common Stock,9720,399.6002,3884113.9439999997,872872.9587,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SNA|0000091440-26-000159|nonDerivative|2026-08-18|PINCHUK NICHOLAS T|S|Common Stock|3454|400.7276|D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,nonDerivative,2026-08-18,S,Common Stock,3454,400.7276,1384113.1304,869418.9587,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SNA|0000091440-26-000159|nonDerivative|2026-08-18|PINCHUK NICHOLAS T|S|Common Stock|1640|401.925|D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,nonDerivative,2026-08-18,S,Common Stock,1640,401.925,659157.0,867778.9587,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SNA|0000091440-26-000159|derivative|2026-08-18|PINCHUK NICHOLAS T|M|Stock Option (Right to Buy)|33750||D,2026-08-26 01:53:32+0000,SNA,Snap-on Inc,0000091440,4,2026-08-19,2026-08-18,0000091440-26-000159,https://www.sec.gov/Archives/edgar/data/91440/000009144026000159/form4.xml,derivative,2026-08-18,M,Stock Option (Right to Buy),33750,,,33750,D,PINCHUK NICHOLAS T,"Director, Officer, Chairman, President and CEO",1,1,,"Chairman, President and CEO",SEC EDGAR
SMCI|0002104631-26-000013|nonDerivative|2026-08-17|Xiao Jin|M|Common Stock|4000||D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002104631-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000210463126000013/wk-form4_1787172513.xml,nonDerivative,2026-08-17,M,Common Stock,4000,,,196022,D,Xiao Jin,"Officer, Sr. Corporate VP, Engineering",0,1,0,"Sr. Corporate VP, Engineering",SEC EDGAR
SMCI|0002104631-26-000013|nonDerivative|2026-08-17|Xiao Jin|F|Common Stock|1436|38.28|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002104631-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000210463126000013/wk-form4_1787172513.xml,nonDerivative,2026-08-17,F,Common Stock,1436,38.28,54970.08,194586,D,Xiao Jin,"Officer, Sr. Corporate VP, Engineering",0,1,0,"Sr. Corporate VP, Engineering",SEC EDGAR
SMCI|0002104631-26-000013|derivative|2026-08-17|Xiao Jin|M|Restricted Stock Units|4000|0|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002104631-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000210463126000013/wk-form4_1787172513.xml,derivative,2026-08-17,M,Restricted Stock Units,4000,0,0.0,0,D,Xiao Jin,"Officer, Sr. Corporate VP, Engineering",0,1,0,"Sr. Corporate VP, Engineering",SEC EDGAR
SMCI|0001777404-26-000013|nonDerivative|2026-08-17|WEIGAND DAVID E|M|Common Stock|6500||D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001777404-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000177740426000013/wk-form4_1787172487.xml,nonDerivative,2026-08-17,M,Common Stock,6500,,,138038,D,WEIGAND DAVID E,"Officer, SVP, Chief Financial Officer",0,1,0,"SVP, Chief Financial Officer",SEC EDGAR
SMCI|0001777404-26-000013|nonDerivative|2026-08-17|WEIGAND DAVID E|F|Common Stock|3308|38.28|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001777404-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000177740426000013/wk-form4_1787172487.xml,nonDerivative,2026-08-17,F,Common Stock,3308,38.28,126630.24,134730,D,WEIGAND DAVID E,"Officer, SVP, Chief Financial Officer",0,1,0,"SVP, Chief Financial Officer",SEC EDGAR
SMCI|0001777404-26-000013|derivative|2026-08-17|WEIGAND DAVID E|M|Restricted Stock Units|6500|0|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001777404-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000177740426000013/wk-form4_1787172487.xml,derivative,2026-08-17,M,Restricted Stock Units,6500,0,0.0,0,D,WEIGAND DAVID E,"Officer, SVP, Chief Financial Officer",0,1,0,"SVP, Chief Financial Officer",SEC EDGAR
SMCI|0002148161-26-000010|nonDerivative|2026-08-17|Thauberger Matthew|M|Common Stock|2250||D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002148161-26-000010,https://www.sec.gov/Archives/edgar/data/1375365/000214816126000010/wk-form4_1787172450.xml,nonDerivative,2026-08-17,M,Common Stock,2250,,,7632,D,Thauberger Matthew,"Officer, Chief Revenue Officer",0,1,0,Chief Revenue Officer,SEC EDGAR
SMCI|0002148161-26-000010|nonDerivative|2026-08-17|Thauberger Matthew|F|Common Stock|1145|38.28|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002148161-26-000010,https://www.sec.gov/Archives/edgar/data/1375365/000214816126000010/wk-form4_1787172450.xml,nonDerivative,2026-08-17,F,Common Stock,1145,38.28,43830.6,6487,D,Thauberger Matthew,"Officer, Chief Revenue Officer",0,1,0,Chief Revenue Officer,SEC EDGAR
SMCI|0002148161-26-000010|derivative|2026-08-17|Thauberger Matthew|M|Restricted Stock Units|2250|0|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002148161-26-000010,https://www.sec.gov/Archives/edgar/data/1375365/000214816126000010/wk-form4_1787172450.xml,derivative,2026-08-17,M,Restricted Stock Units,2250,0,0.0,0,D,Thauberger Matthew,"Officer, Chief Revenue Officer",0,1,0,Chief Revenue Officer,SEC EDGAR
SMCI|0002135314-26-000010|nonDerivative|2026-08-17|Malyala Vikranth|M|Common Stock|6000||D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002135314-26-000010,https://www.sec.gov/Archives/edgar/data/1375365/000213531426000010/wk-form4_1787172419.xml,nonDerivative,2026-08-17,M,Common Stock,6000,,,50930,D,Malyala Vikranth,"Officer, SVP, Chief Business Officer",0,1,0,"SVP, Chief Business Officer",SEC EDGAR
SMCI|0002135314-26-000010|nonDerivative|2026-08-17|Malyala Vikranth|F|Common Stock|3053|38.28|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002135314-26-000010,https://www.sec.gov/Archives/edgar/data/1375365/000213531426000010/wk-form4_1787172419.xml,nonDerivative,2026-08-17,F,Common Stock,3053,38.28,116868.84,47877,D,Malyala Vikranth,"Officer, SVP, Chief Business Officer",0,1,0,"SVP, Chief Business Officer",SEC EDGAR
SMCI|0002135314-26-000010|derivative|2026-08-17|Malyala Vikranth|M|Restricted Stock Units|6000|0|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0002135314-26-000010,https://www.sec.gov/Archives/edgar/data/1375365/000213531426000010/wk-form4_1787172419.xml,derivative,2026-08-17,M,Restricted Stock Units,6000,0,0.0,0,D,Malyala Vikranth,"Officer, SVP, Chief Business Officer",0,1,0,"SVP, Chief Business Officer",SEC EDGAR
SMCI|0001392941-26-000013|nonDerivative|2026-08-17|Liu Liang Chiu-Chu Sara|M|Common Stock|3650||D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001392941-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000139294126000013/wk-form4_1787172348.xml,nonDerivative,2026-08-17,M,Common Stock,3650,,,639476,D,Liu Liang Chiu-Chu Sara,"Director, 10% Owner",1,0,1,,SEC EDGAR
SMCI|0001392941-26-000013|nonDerivative|2026-08-17|Liu Liang Chiu-Chu Sara|F|Common Stock|1970|38.28|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001392941-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000139294126000013/wk-form4_1787172348.xml,nonDerivative,2026-08-17,F,Common Stock,1970,38.28,75411.6,637506,D,Liu Liang Chiu-Chu Sara,"Director, 10% Owner",1,0,1,,SEC EDGAR
SMCI|0001392941-26-000013|derivative|2026-08-17|Liu Liang Chiu-Chu Sara|M|Restricted Stock Units|3650|0|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001392941-26-000013,https://www.sec.gov/Archives/edgar/data/1375365/000139294126000013/wk-form4_1787172348.xml,derivative,2026-08-17,M,Restricted Stock Units,3650,0,0.0,0,D,Liu Liang Chiu-Chu Sara,"Director, 10% Owner",1,0,1,,SEC EDGAR
SMCI|0001392942-26-000012|nonDerivative|2026-08-17|Liang Charles|M|Common Stock|3650||I,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001392942-26-000012,https://www.sec.gov/Archives/edgar/data/1375365/000139294226000012/wk-form4_1787172385.xml,nonDerivative,2026-08-17,M,Common Stock,3650,,,639476,I,Liang Charles,"Director, Officer, 10% Owner, President and CEO",1,1,1,President and CEO,SEC EDGAR
SMCI|0001392942-26-000012|nonDerivative|2026-08-17|Liang Charles|F|Common Stock|1970|38.28|I,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001392942-26-000012,https://www.sec.gov/Archives/edgar/data/1375365/000139294226000012/wk-form4_1787172385.xml,nonDerivative,2026-08-17,F,Common Stock,1970,38.28,75411.6,637506,I,Liang Charles,"Director, Officer, 10% Owner, President and CEO",1,1,1,President and CEO,SEC EDGAR
SMCI|0001392942-26-000012|derivative|2026-08-17|Liang Charles|M|Restricted Stock Units|3650|0|I,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001392942-26-000012,https://www.sec.gov/Archives/edgar/data/1375365/000139294226000012/wk-form4_1787172385.xml,derivative,2026-08-17,M,Restricted Stock Units,3650,0,0.0,0,I,Liang Charles,"Director, Officer, 10% Owner, President and CEO",1,1,1,President and CEO,SEC EDGAR
SMCI|0001492126-26-000011|nonDerivative|2026-08-17|Cheung Kenneth|M|Common Stock|2250||D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001492126-26-000011,https://www.sec.gov/Archives/edgar/data/1375365/000149212626000011/wk-form4_1787172302.xml,nonDerivative,2026-08-17,M,Common Stock,2250,,,64580,D,Cheung Kenneth,"Officer, SVP,  Chief Accounting Officer",0,1,0,"SVP,  Chief Accounting Officer",SEC EDGAR
SMCI|0001492126-26-000011|nonDerivative|2026-08-17|Cheung Kenneth|F|Common Stock|808|38.28|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001492126-26-000011,https://www.sec.gov/Archives/edgar/data/1375365/000149212626000011/wk-form4_1787172302.xml,nonDerivative,2026-08-17,F,Common Stock,808,38.28,30930.24,63772,D,Cheung Kenneth,"Officer, SVP,  Chief Accounting Officer",0,1,0,"SVP,  Chief Accounting Officer",SEC EDGAR
SMCI|0001492126-26-000011|derivative|2026-08-17|Cheung Kenneth|M|Restricted Stock Units|2250|0|D,2026-08-26 01:53:32+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-19,2026-08-17,0001492126-26-000011,https://www.sec.gov/Archives/edgar/data/1375365/000149212626000011/wk-form4_1787172302.xml,derivative,2026-08-17,M,Restricted Stock Units,2250,0,0.0,0,D,Cheung Kenneth,"Officer, SVP,  Chief Accounting Officer",0,1,0,"SVP,  Chief Accounting Officer",SEC EDGAR
SHW|0001832316-26-000007|nonDerivative|2026-08-17|Binns Justin T|M|Common Stock|13500|90.04|D,2026-08-26 01:53:32+0000,SHW,SHERWIN WILLIAMS CO,0000089800,4,2026-08-19,2026-08-17,0001832316-26-000007,https://www.sec.gov/Archives/edgar/data/89800/000183231626000007/wk-form4_1787173312.xml,nonDerivative,2026-08-17,M,Common Stock,13500,90.04,1215540.0,35437,D,Binns Justin T,"Officer, President, Glob. Architectural",0,1,0,"President, Glob. Architectural",SEC EDGAR
SHW|0001832316-26-000007|nonDerivative|2026-08-17|Binns Justin T|S|Common Stock|13500|352.70|D,2026-08-26 01:53:32+0000,SHW,SHERWIN WILLIAMS CO,0000089800,4,2026-08-19,2026-08-17,0001832316-26-000007,https://www.sec.gov/Archives/edgar/data/89800/000183231626000007/wk-form4_1787173312.xml,nonDerivative,2026-08-17,S,Common Stock,13500,352.70,4761450.0,21937,D,Binns Justin T,"Officer, President, Glob. Architectural",0,1,0,"President, Glob. Architectural",SEC EDGAR
SHW|0001832316-26-000007|nonDerivative|2026-08-18|Binns Justin T|G|Common Stock|813|0|D,2026-08-26 01:53:32+0000,SHW,SHERWIN WILLIAMS CO,0000089800,4,2026-08-19,2026-08-17,0001832316-26-000007,https://www.sec.gov/Archives/edgar/data/89800/000183231626000007/wk-form4_1787173312.xml,nonDerivative,2026-08-18,G,Common Stock,813,0,0.0,21124,D,Binns Justin T,"Officer, President, Glob. Architectural",0,1,0,"President, Glob. Architectural",SEC EDGAR
SHW|0001832316-26-000007|derivative|2026-08-17|Binns Justin T|M|Employee Stock Option (Right to Buy)|13500|0|D,2026-08-26 01:53:32+0000,SHW,SHERWIN WILLIAMS CO,0000089800,4,2026-08-19,2026-08-17,0001832316-26-000007,https://www.sec.gov/Archives/edgar/data/89800/000183231626000007/wk-form4_1787173312.xml,derivative,2026-08-17,M,Employee Stock Option (Right to Buy),13500,0,0.0,0,D,Binns Justin T,"Officer, President, Glob. Architectural",0,1,0,"President, Glob. Architectural",SEC EDGAR
SCHW|0000923738-26-000042|nonDerivative|2026-08-17|Schwab Charles R.|G|Common Stock|45500|0|I,2026-08-26 01:53:32+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-19,2026-08-17,0000923738-26-000042,https://www.sec.gov/Archives/edgar/data/316709/000092373826000042/wk-form4_1787179876.xml,nonDerivative,2026-08-17,G,Common Stock,45500,0,0.0,53730291,I,Schwab Charles R.,"Director, Officer, Co-Chairman",1,1,0,Co-Chairman,SEC EDGAR
SCHW|0000923738-26-000042|nonDerivative|2026-08-18|Schwab Charles R.|G|Common Stock|54550|0|I,2026-08-26 01:53:32+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-19,2026-08-17,0000923738-26-000042,https://www.sec.gov/Archives/edgar/data/316709/000092373826000042/wk-form4_1787179876.xml,nonDerivative,2026-08-18,G,Common Stock,54550,0,0.0,53675741,I,Schwab Charles R.,"Director, Officer, Co-Chairman",1,1,0,Co-Chairman,SEC EDGAR
SBAC|0001473955-26-000008|nonDerivative|2026-08-17|Krouse George R Jr|S|Class A Common Stock|300|182.6745|D,2026-08-26 01:53:32+0000,SBAC,SBA COMMUNICATIONS CORP,0001034054,4,2026-08-19,2026-08-17,0001473955-26-000008,https://www.sec.gov/Archives/edgar/data/1034054/000147395526000008/form4-08192026_060802.xml,nonDerivative,2026-08-17,S,Class A Common Stock,300,182.6745,54802.35,8511.6360,D,Krouse George R Jr,,true,false,false,,SEC EDGAR
RTX|0001225208-26-007206|nonDerivative|2026-08-18|Maharajh Ramsaran|M|Common Stock|20069.0000|71.6200|D,2026-08-26 01:53:32+0000,RTX,RTX Corp,0000101829,4,2026-08-19,2026-08-18,0001225208-26-007206,https://www.sec.gov/Archives/edgar/data/101829/000122520826007206/doc4.xml,nonDerivative,2026-08-18,M,Common Stock,20069.0000,71.6200,1437341.78,33253.0000,D,Maharajh Ramsaran,"Officer, EVP and General Counsel",,1,,EVP and General Counsel,SEC EDGAR
RTX|0001225208-26-007206|nonDerivative|2026-08-18|Maharajh Ramsaran|D|Common Stock|6414.0000|224.0700|D,2026-08-26 01:53:32+0000,RTX,RTX Corp,0000101829,4,2026-08-19,2026-08-18,0001225208-26-007206,https://www.sec.gov/Archives/edgar/data/101829/000122520826007206/doc4.xml,nonDerivative,2026-08-18,D,Common Stock,6414.0000,224.0700,1437184.98,26839.0000,D,Maharajh Ramsaran,"Officer, EVP and General Counsel",,1,,EVP and General Counsel,SEC EDGAR
RTX|0001225208-26-007206|nonDerivative|2026-08-18|Maharajh Ramsaran|S|Common Stock|13655.0000|223.9153|D,2026-08-26 01:53:32+0000,RTX,RTX Corp,0000101829,4,2026-08-19,2026-08-18,0001225208-26-007206,https://www.sec.gov/Archives/edgar/data/101829/000122520826007206/doc4.xml,nonDerivative,2026-08-18,S,Common Stock,13655.0000,223.9153,3057563.4215,13184.0000,D,Maharajh Ramsaran,"Officer, EVP and General Counsel",,1,,EVP and General Counsel,SEC EDGAR
RTX|0001225208-26-007206|derivative|2026-08-18|Maharajh Ramsaran|M|Stock Appreciation Right|20069.0000|0.0000|D,2026-08-26 01:53:32+0000,RTX,RTX Corp,0000101829,4,2026-08-19,2026-08-18,0001225208-26-007206,https://www.sec.gov/Archives/edgar/data/101829/000122520826007206/doc4.xml,derivative,2026-08-18,M,Stock Appreciation Right,20069.0000,0.0000,0.0,0.0000,D,Maharajh Ramsaran,"Officer, EVP and General Counsel",,1,,EVP and General Counsel,SEC EDGAR
PYPL|0001896086-26-000012|nonDerivative|2026-08-18|Kereere Suzan|S|Common Stock|3362|60.8563|D,2026-08-26 01:53:32+0000,PYPL,"PayPal Holdings, Inc.",0001633917,4,2026-08-19,2026-08-18,0001896086-26-000012,https://www.sec.gov/Archives/edgar/data/1633917/000189608626000012/edgardoc.xml,nonDerivative,2026-08-18,S,Common Stock,3362,60.8563,204598.8806,31783,D,Kereere Suzan,"Officer, President, Global Markets",0,1,0,"President, Global Markets",SEC EDGAR
PYPL|0001896086-26-000012|nonDerivative|2026-08-18|Kereere Suzan|S|Common Stock|800|61.405|D,2026-08-26 01:53:32+0000,PYPL,"PayPal Holdings, Inc.",0001633917,4,2026-08-19,2026-08-18,0001896086-26-000012,https://www.sec.gov/Archives/edgar/data/1633917/000189608626000012/edgardoc.xml,nonDerivative,2026-08-18,S,Common Stock,800,61.405,49124.0,30983,D,Kereere Suzan,"Officer, President, Global Markets",0,1,0,"President, Global Markets",SEC EDGAR
PLTR|0001823952-26-000020|nonDerivative|2026-08-17|Moore Alexander D.|S|Class A Common Stock|3516|173.2121|D,2026-08-26 01:53:32+0000,PLTR,Palantir Technologies Inc.,0001321655,4,2026-08-19,2026-08-17,0001823952-26-000020,https://www.sec.gov/Archives/edgar/data/1321655/000182395226000020/wk-form4_1787184083.xml,nonDerivative,2026-08-17,S,Class A Common Stock,3516,173.2121,609013.7435999999,1091579,D,Moore Alexander D.,Director,1,0,0,,SEC EDGAR
PLTR|0001823952-26-000020|nonDerivative|2026-08-17|Moore Alexander D.|S|Class A Common Stock|7520|174.0721|D,2026-08-26 01:53:32+0000,PLTR,Palantir Technologies Inc.,0001321655,4,2026-08-19,2026-08-17,0001823952-26-000020,https://www.sec.gov/Archives/edgar/data/1321655/000182395226000020/wk-form4_1787184083.xml,nonDerivative,2026-08-17,S,Class A Common Stock,7520,174.0721,1309022.192,1084059,D,Moore Alexander D.,Director,1,0,0,,SEC EDGAR
PLTR|0001823952-26-000020|nonDerivative|2026-08-17|Moore Alexander D.|S|Class A Common Stock|3455|175.1319|D,2026-08-26 01:53:32+0000,PLTR,Palantir Technologies Inc.,0001321655,4,2026-08-19,2026-08-17,0001823952-26-000020,https://www.sec.gov/Archives/edgar/data/1321655/000182395226000020/wk-form4_1787184083.xml,nonDerivative,2026-08-17,S,Class A Common Stock,3455,175.1319,605080.7145,1080604,D,Moore Alexander D.,Director,1,0,0,,SEC EDGAR
PLTR|0001823952-26-000020|nonDerivative|2026-08-17|Moore Alexander D.|S|Class A Common Stock|1509|175.8424|D,2026-08-26 01:53:32+0000,PLTR,Palantir Technologies Inc.,0001321655,4,2026-08-19,2026-08-17,0001823952-26-000020,https://www.sec.gov/Archives/edgar/data/1321655/000182395226000020/wk-form4_1787184083.xml,nonDerivative,2026-08-17,S,Class A Common Stock,1509,175.8424,265346.1816,1079095,D,Moore Alexander D.,Director,1,0,0,,SEC EDGAR
PH|0000076334-26-000101|nonDerivative|2026-08-17|Scott Patrick|S|Common Stock|1225|1056.98|D,2026-08-26 01:53:32+0000,PH,Parker-Hannifin Corp,0000076334,4,2026-08-19,2026-08-17,0000076334-26-000101,https://www.sec.gov/Archives/edgar/data/76334/000007633426000101/form4.xml,nonDerivative,2026-08-17,S,Common Stock,1225,1056.98,1294800.5,3728,D,Scott Patrick,"Officer, VP & Pres-Fluid Conn. Grp.",0,1,0,VP & Pres-Fluid Conn. Grp.,SEC EDGAR
