unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
SNDK|0001363249-26-000074|nonDerivative|2026-09-01|Shek Bernard|S|Common Stock|600|1525.6|D,2026-09-03 04:15:26+0000,SNDK,Sandisk Corp,0002023554,4,2026-09-02,2026-09-01,0001363249-26-000074,https://www.sec.gov/Archives/edgar/data/2023554/000136324926000074/edgardoc.xml,nonDerivative,2026-09-01,S,Common Stock,600,1525.6,915360.0,29884,D,Shek Bernard,"Officer, Chief Legal Officer & Secty",0,1,0,Chief Legal Officer & Secty,SEC EDGAR
SJM|0000091419-26-000086|nonDerivative|2026-08-31|SMUCKER MARK T|M|Common Shares|84821|108.90|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-08-31,0000091419-26-000086,https://www.sec.gov/Archives/edgar/data/91419/000009141926000086/wk-form4_1788381036.xml,nonDerivative,2026-08-31,M,Common Shares,84821,108.90,9237006.9,186207,D,SMUCKER MARK T,"Director, Officer, CEO, Chair of Board",1,1,0,"CEO, Chair of Board",SEC EDGAR
SJM|0000091419-26-000086|nonDerivative|2026-08-31|SMUCKER MARK T|S|Common Shares|84821|131.39|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-08-31,0000091419-26-000086,https://www.sec.gov/Archives/edgar/data/91419/000009141926000086/wk-form4_1788381036.xml,nonDerivative,2026-08-31,S,Common Shares,84821,131.39,11144631.19,101386,D,SMUCKER MARK T,"Director, Officer, CEO, Chair of Board",1,1,0,"CEO, Chair of Board",SEC EDGAR
SJM|0000091419-26-000086|derivative|2026-08-31|SMUCKER MARK T|M|Option Common Shares|84821|108.90|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-08-31,0000091419-26-000086,https://www.sec.gov/Archives/edgar/data/91419/000009141926000086/wk-form4_1788381036.xml,derivative,2026-08-31,M,Option Common Shares,84821,108.90,9237006.9,0,D,SMUCKER MARK T,"Director, Officer, CEO, Chair of Board",1,1,0,"CEO, Chair of Board",SEC EDGAR
SJM|0000091419-26-000090|nonDerivative|2026-09-01|Penrose Jill R|F|Common Shares|1461|131.42|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-09-01,0000091419-26-000090,https://www.sec.gov/Archives/edgar/data/91419/000009141926000090/wk-form4_1788381202.xml,nonDerivative,2026-09-01,F,Common Shares,1461,131.42,192004.62,14334,D,Penrose Jill R,"Officer, Chief People Officer",0,1,0,Chief People Officer,SEC EDGAR
SJM|0000091419-26-000088|nonDerivative|2026-09-01|Knudsen Jeannette L|F|Common Shares|1584|131.42|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-09-01,0000091419-26-000088,https://www.sec.gov/Archives/edgar/data/91419/000009141926000088/wk-form4_1788381145.xml,nonDerivative,2026-09-01,F,Common Shares,1584,131.42,208169.27999999997,15251,D,Knudsen Jeannette L,"Officer, Chief Legal Officer",0,1,0,Chief Legal Officer,SEC EDGAR
SJM|0000091419-26-000087|nonDerivative|2026-08-31|Ferguson Robert D|S|Common Shares|2522|132.41|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-08-31,0000091419-26-000087,https://www.sec.gov/Archives/edgar/data/91419/000009141926000087/wk-form4_1788381092.xml,nonDerivative,2026-08-31,S,Common Shares,2522,132.41,333938.02,36295,D,Ferguson Robert D,"Officer, Chief Product Supply Officer",0,1,0,Chief Product Supply Officer,SEC EDGAR
SJM|0000091419-26-000087|nonDerivative|2026-09-01|Ferguson Robert D|F|Common Shares|1121|131.42|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-09-02,2026-08-31,0000091419-26-000087,https://www.sec.gov/Archives/edgar/data/91419/000009141926000087/wk-form4_1788381092.xml,nonDerivative,2026-09-01,F,Common Shares,1121,131.42,147321.81999999998,35174,D,Ferguson Robert D,"Officer, Chief Product Supply Officer",0,1,0,Chief Product Supply Officer,SEC EDGAR
SCHW|0001879974-26-000013|nonDerivative|2026-09-01|Hathi Neesha|M|Common Stock|3177|52.05|D,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-09-02,2026-09-01,0001879974-26-000013,https://www.sec.gov/Archives/edgar/data/316709/000187997426000013/wk-form4_1788397456.xml,nonDerivative,2026-09-01,M,Common Stock,3177,52.05,165362.84999999998,0,D,Hathi Neesha,"Officer, MD, Head Wealth Adv, Bnk, Tst",0,1,0,"MD, Head Wealth Adv, Bnk, Tst",SEC EDGAR
SCHW|0001879974-26-000013|nonDerivative|2026-09-01|Hathi Neesha|S|Common Stock|3177|109.0425|I,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-09-02,2026-09-01,0001879974-26-000013,https://www.sec.gov/Archives/edgar/data/316709/000187997426000013/wk-form4_1788397456.xml,nonDerivative,2026-09-01,S,Common Stock,3177,109.0425,346428.0225,5770,I,Hathi Neesha,"Officer, MD, Head Wealth Adv, Bnk, Tst",0,1,0,"MD, Head Wealth Adv, Bnk, Tst",SEC EDGAR
SCHW|0001879974-26-000013|derivative|2026-09-01|Hathi Neesha|M|Nonqualified Stock Option (right to buy)|3177|0|D,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-09-02,2026-09-01,0001879974-26-000013,https://www.sec.gov/Archives/edgar/data/316709/000187997426000013/wk-form4_1788397456.xml,derivative,2026-09-01,M,Nonqualified Stock Option (right to buy),3177,0,0.0,0,D,Hathi Neesha,"Officer, MD, Head Wealth Adv, Bnk, Tst",0,1,0,"MD, Head Wealth Adv, Bnk, Tst",SEC EDGAR
ROK|0002016350-26-000005|nonDerivative|2026-08-31|Bulho Matheus De A G Viera|S|Common Stock|467|426.96|D,2026-09-03 04:15:26+0000,ROK,"ROCKWELL AUTOMATION, INC",0001024478,4,2026-09-02,2026-08-31,0002016350-26-000005,https://www.sec.gov/Archives/edgar/data/1024478/000201635026000005/wk-form4_1788384761.xml,nonDerivative,2026-08-31,S,Common Stock,467,426.96,199390.31999999998,1267,D,Bulho Matheus De A G Viera,"Officer, SVP Software and Control",0,1,0,SVP Software and Control,SEC EDGAR
ROK|0002016350-26-000005|nonDerivative|2026-09-02|Bulho Matheus De A G Viera|S|Common Stock|400|420.14|D,2026-09-03 04:15:26+0000,ROK,"ROCKWELL AUTOMATION, INC",0001024478,4,2026-09-02,2026-08-31,0002016350-26-000005,https://www.sec.gov/Archives/edgar/data/1024478/000201635026000005/wk-form4_1788384761.xml,nonDerivative,2026-09-02,S,Common Stock,400,420.14,168056.0,867,D,Bulho Matheus De A G Viera,"Officer, SVP Software and Control",0,1,0,SVP Software and Control,SEC EDGAR
Q|0001628280-26-060195|nonDerivative|2026-08-31|Green Byron|A|Common Stock|272.1259|119.43|D,2026-09-03 04:15:26+0000,Q,"Qnity Electronics, Inc.",0002058873,4,2026-09-02,2026-08-31,0001628280-26-060195,https://www.sec.gov/Archives/edgar/data/2058873/000162828026060195/wk-form4_1788385104.xml,nonDerivative,2026-08-31,A,Common Stock,272.1259,119.43,32499.996237000003,8134.6635,D,Green Byron,Director,1,0,0,,SEC EDGAR
Q|0001628280-26-060196|nonDerivative|2026-08-31|CURTIN TERRENCE R|A|Common Stock|272.1259|119.43|D,2026-09-03 04:15:26+0000,Q,"Qnity Electronics, Inc.",0002058873,4,2026-09-02,2026-08-31,0001628280-26-060196,https://www.sec.gov/Archives/edgar/data/2058873/000162828026060196/wk-form4_1788385132.xml,nonDerivative,2026-08-31,A,Common Stock,272.1259,119.43,32499.996237000003,22336.3837,D,CURTIN TERRENCE R,Director,1,0,0,,SEC EDGAR
PRU|0001137774-26-000193|nonDerivative|2026-08-31|Boyle Robert E|M|Common Stock|353|0|D,2026-09-03 04:15:26+0000,PRU,PRUDENTIAL FINANCIAL INC,0001137774,4,2026-09-02,2026-08-31,0001137774-26-000193,https://www.sec.gov/Archives/edgar/data/1137774/000113777426000193/form4.xml,nonDerivative,2026-08-31,M,Common Stock,353,0,0.0,6087,D,Boyle Robert E,"Officer, Senior Vice President",,1,,Senior Vice President,SEC EDGAR
PRU|0001137774-26-000193|nonDerivative|2026-08-31|Boyle Robert E|F|Common Stock|115|117.60|D,2026-09-03 04:15:26+0000,PRU,PRUDENTIAL FINANCIAL INC,0001137774,4,2026-09-02,2026-08-31,0001137774-26-000193,https://www.sec.gov/Archives/edgar/data/1137774/000113777426000193/form4.xml,nonDerivative,2026-08-31,F,Common Stock,115,117.60,13524.0,5972,D,Boyle Robert E,"Officer, Senior Vice President",,1,,Senior Vice President,SEC EDGAR
PRU|0001137774-26-000193|derivative|2026-08-31|Boyle Robert E|M|8/10/2023 Restricted Stock Units|353|0|D,2026-09-03 04:15:26+0000,PRU,PRUDENTIAL FINANCIAL INC,0001137774,4,2026-09-02,2026-08-31,0001137774-26-000193,https://www.sec.gov/Archives/edgar/data/1137774/000113777426000193/form4.xml,derivative,2026-08-31,M,8/10/2023 Restricted Stock Units,353,0,0.0,0,D,Boyle Robert E,"Officer, Senior Vice President",,1,,Senior Vice President,SEC EDGAR
PPL|0001193125-26-380174|nonDerivative|2026-09-01|Martin Christine M|M|Common Stock|1212|34.47|D,2026-09-03 04:15:26+0000,PPL,PPL Corp,0000922224,4,2026-09-02,2026-09-01,0001193125-26-380174,https://www.sec.gov/Archives/edgar/data/922224/000119312526380174/ownership.xml,nonDerivative,2026-09-01,M,Common Stock,1212,34.47,41777.64,47948.468,D,Martin Christine M,President of a PPL Subsidiary,false,true,false,President of a PPL Subsidiary,SEC EDGAR
PPL|0001193125-26-380174|nonDerivative|2026-09-01|Martin Christine M|F|Common Stock|346|34.47|D,2026-09-03 04:15:26+0000,PPL,PPL Corp,0000922224,4,2026-09-02,2026-09-01,0001193125-26-380174,https://www.sec.gov/Archives/edgar/data/922224/000119312526380174/ownership.xml,nonDerivative,2026-09-01,F,Common Stock,346,34.47,11926.619999999999,47602.468,D,Martin Christine M,President of a PPL Subsidiary,false,true,false,President of a PPL Subsidiary,SEC EDGAR
PPL|0001193125-26-380174|derivative|2026-09-01|Martin Christine M|M|Stock Unit (SIP)|1212|0.00|D,2026-09-03 04:15:26+0000,PPL,PPL Corp,0000922224,4,2026-09-02,2026-09-01,0001193125-26-380174,https://www.sec.gov/Archives/edgar/data/922224/000119312526380174/ownership.xml,derivative,2026-09-01,M,Stock Unit (SIP),1212,0.00,0.0,0,D,Martin Christine M,President of a PPL Subsidiary,false,true,false,President of a PPL Subsidiary,SEC EDGAR
PGR|0000080661-26-000319|nonDerivative|2026-09-01|Griffith Susan Patricia|S|Common|37338|219.50|D,2026-09-03 04:15:26+0000,PGR,PROGRESSIVE CORP/OH/,0000080661,4,2026-09-02,2026-09-01,0000080661-26-000319,https://www.sec.gov/Archives/edgar/data/80661/000008066126000319/form4.xml,nonDerivative,2026-09-01,S,Common,37338,219.50,8195691.0,485437.572,D,Griffith Susan Patricia,"Director, Officer, President and CEO",1,1,,President and CEO,SEC EDGAR
PGR|0000080661-26-000319|nonDerivative|2026-09-01|Griffith Susan Patricia|G|Common|1598|0|D,2026-09-03 04:15:26+0000,PGR,PROGRESSIVE CORP/OH/,0000080661,4,2026-09-02,2026-09-01,0000080661-26-000319,https://www.sec.gov/Archives/edgar/data/80661/000008066126000319/form4.xml,nonDerivative,2026-09-01,G,Common,1598,0,0.0,483839.572,D,Griffith Susan Patricia,"Director, Officer, President and CEO",1,1,,President and CEO,SEC EDGAR
PEG|0001225208-26-007524|nonDerivative|2026-09-01|LaRossa Ralph A|S|Common Stock|2083.0000|73.4564|D,2026-09-03 04:15:26+0000,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,0000788784,4,2026-09-02,2026-09-01,0001225208-26-007524,https://www.sec.gov/Archives/edgar/data/788784/000122520826007524/doc4.xml,nonDerivative,2026-09-01,S,Common Stock,2083.0000,73.4564,153009.6812,281573.4593,D,LaRossa Ralph A,"Director, Officer, Chair, President and CEO",1,1,,"Chair, President and CEO",SEC EDGAR
PAYX|0001193125-26-380142|nonDerivative|2026-09-01|GOLISANO B THOMAS|G|Common Stock|334|127.04|I,2026-09-03 04:15:26+0000,PAYX,PAYCHEX INC,0000723531,4,2026-09-02,2026-09-01,0001193125-26-380142,https://www.sec.gov/Archives/edgar/data/723531/000119312526380142/ownership.xml,nonDerivative,2026-09-01,G,Common Stock,334,127.04,42431.36,37884,I,GOLISANO B THOMAS,,false,false,true,,SEC EDGAR
NVDA|0001696841-26-000010|nonDerivative|2026-08-31|Teter Timothy S.|S|Common Stock|6692|216.8411|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001696841-26-000010,https://www.sec.gov/Archives/edgar/data/1045810/000169684126000010/wk-form4_1788386836.xml,nonDerivative,2026-08-31,S,Common Stock,6692,216.8411,1451100.6412000002,2710968,I,Teter Timothy S.,"Officer, EVP, General Counsel and Sec",0,1,0,"EVP, General Counsel and Sec",SEC EDGAR
NVDA|0001696841-26-000010|nonDerivative|2026-08-31|Teter Timothy S.|S|Common Stock|13913|217.9514|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001696841-26-000010,https://www.sec.gov/Archives/edgar/data/1045810/000169684126000010/wk-form4_1788386836.xml,nonDerivative,2026-08-31,S,Common Stock,13913,217.9514,3032357.8282,2697055,I,Teter Timothy S.,"Officer, EVP, General Counsel and Sec",0,1,0,"EVP, General Counsel and Sec",SEC EDGAR
NVDA|0001696841-26-000010|nonDerivative|2026-08-31|Teter Timothy S.|S|Common Stock|9395|218.5265|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001696841-26-000010,https://www.sec.gov/Archives/edgar/data/1045810/000169684126000010/wk-form4_1788386836.xml,nonDerivative,2026-08-31,S,Common Stock,9395,218.5265,2053056.4675,2687660,I,Teter Timothy S.,"Officer, EVP, General Counsel and Sec",0,1,0,"EVP, General Counsel and Sec",SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-08-31|STEVENS MARK A|S|Common Stock|447400|220.0959|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-08-31,S,Common Stock,447400,220.0959,98470905.66,4759871,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-08-31|STEVENS MARK A|S|Common Stock|137600|220.9105|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-08-31,S,Common Stock,137600,220.9105,30397284.8,4622271,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-09-01|STEVENS MARK A|S|Common Stock|63501|220.0589|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-09-01,S,Common Stock,63501,220.0589,13973960.208899999,4558770,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-09-02|STEVENS MARK A|S|Common Stock|300000|220.0761|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-09-02,S,Common Stock,300000,220.0761,66022830.0,4258770,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-09-02|STEVENS MARK A|S|Common Stock|300000|222.9204|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-09-02,S,Common Stock,300000,222.9204,66876120.0,3958770,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-09-02|STEVENS MARK A|S|Common Stock|300000|224.0715|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-09-02,S,Common Stock,300000,224.0715,67221450.0,3658770,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NVDA|0001199039-26-000012|nonDerivative|2026-09-02|STEVENS MARK A|S|Common Stock|300000|226.2704|I,2026-09-03 04:15:26+0000,NVDA,NVIDIA CORP,0001045810,4,2026-09-02,2026-08-31,0001199039-26-000012,https://www.sec.gov/Archives/edgar/data/1045810/000119903926000012/wk-form4_1788387031.xml,nonDerivative,2026-09-02,S,Common Stock,300000,226.2704,67881120.0,3358770,I,STEVENS MARK A,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000266|derivative|2026-09-01|SMITH BRADFORD L|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000266,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000266/wk-form4_1788380130.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,SMITH BRADFORD L,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000265|derivative|2026-09-01|RICE SUSAN E|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000265,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000265/wk-form4_1788380102.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,RICE SUSAN E,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000264|derivative|2026-09-01|Mertz Elinor|A|Non-Qualified Stock Option (right to buy)|773|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000264,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000264/wk-form4_1788380077.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),773,0,0.0,773,D,Mertz Elinor,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000262|derivative|2026-09-01|Masiyiwa Strive|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000262,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000262/wk-form4_1788380025.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,Masiyiwa Strive,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000263|derivative|2026-09-01|MATHER ANN|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000263,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000263/wk-form4_1788380052.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,MATHER ANN,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000267|derivative|2026-09-01|Karbowski Jeffrey William|A|Non-Qualified Stock Option (right to buy)|902|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000267,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000267/wk-form4_1788380182.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),902,0,0.0,902,D,Karbowski Jeffrey William,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
NFLX|0001065280-26-000261|derivative|2026-09-01|KILGORE LESLIE J|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000261,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000261/wk-form4_1788379988.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,KILGORE LESLIE J,Director,1,0,0,,SEC EDGAR
NFLX|0001104659-26-104794|derivative|2026-09-01|Hoag Jay C|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001104659-26-104794,https://www.sec.gov/Archives/edgar/data/1065280/000110465926104794/tm2624686-1_4seq1.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,Hoag Jay C,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000260|derivative|2026-09-01|Dopfner Mathias|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000260,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000260/wk-form4_1788379961.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,Dopfner Mathias,Director,1,0,0,,SEC EDGAR
NFLX|0001065280-26-000259|derivative|2026-09-01|BARTON RICHARD N|A|Non-Qualified Stock Option (right to buy)|774|0|D,2026-09-03 04:15:26+0000,NFLX,NETFLIX INC,0001065280,4,2026-09-02,2026-09-01,0001065280-26-000259,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000259/wk-form4_1788379914.xml,derivative,2026-09-01,A,Non-Qualified Stock Option (right to buy),774,0,0.0,774,D,BARTON RICHARD N,Director,1,0,0,,SEC EDGAR
NDSN|0002070402-26-000005|nonDerivative|2026-09-01|Hall Justin E|F|NDSN|118|314.40|D,2026-09-03 04:15:26+0000,NDSN,NORDSON CORP,0000072331,4,2026-09-02,2026-09-01,0002070402-26-000005,https://www.sec.gov/Archives/edgar/data/72331/000207040226000005/wk-form4_1788351748.xml,nonDerivative,2026-09-01,F,NDSN,118,314.40,37099.2,1397,D,Hall Justin E,"Officer, EVP",0,1,0,EVP,SEC EDGAR
MSFT|0000789019-26-000161|nonDerivative|2026-09-01|Nadella Satya|S|Common Stock|1040|498.2396|D,2026-09-03 04:15:26+0000,MSFT,MICROSOFT CORP,0000789019,4,2026-09-02,2026-09-01,0000789019-26-000161,https://www.sec.gov/Archives/edgar/data/789019/000078901926000161/form4.xml,nonDerivative,2026-09-01,S,Common Stock,1040,498.2396,518169.184,572247.534,D,Nadella Satya,"Director, Officer, Chief Executive Officer",1,1,0,Chief Executive Officer,SEC EDGAR
MSFT|0000789019-26-000161|nonDerivative|2026-09-01|Nadella Satya|S|Common Stock|5080|499.4452|D,2026-09-03 04:15:26+0000,MSFT,MICROSOFT CORP,0000789019,4,2026-09-02,2026-09-01,0000789019-26-000161,https://www.sec.gov/Archives/edgar/data/789019/000078901926000161/form4.xml,nonDerivative,2026-09-01,S,Common Stock,5080,499.4452,2537181.616,567167.534,D,Nadella Satya,"Director, Officer, Chief Executive Officer",1,1,0,Chief Executive Officer,SEC EDGAR
